MyoD AMO run data St11 plate,13,B1,CMO St11,Gene4,Target,26,0.142,25.91,,,,,,,,,0.186712,Auto,Auto,1,21
MyoD AMO run data St11 plate,14,B2,CMO St11,Gene4,Target,26.097,0.142,25.91,,,,,,,,,0.186712,Auto,Auto,1,21
MyoD AMO run data St11 plate,15,B3,CMO St11,Gene4,Target,25.632,0.142,25.91,,,,,,,,,0.186712,Auto,Auto,1,21
MyoD AMO run data St11 plate,16,B4,AMO 1030,Gene4,Target,23.528,0.212,23.268,0.129,0.231,,,,,,,0.186712,Auto,Auto,1,18
MyoD AMO run data St11 plate,17,B5,AMO 1030,Gene4,Target,22.848,0.212,23.268,0.129,0.231,,,,,,,0.186712,Auto,Auto,1,18
MyoD AMO run data St11 plate,18,B6,AMO 1030,Gene4,Target,23.429,0.212,23.268,0.129,0.231,,,,,,,0.186712,Auto,Auto,1,18
MyoD AMO run data St11 plate,19,B7,AMO 2060,Gene4,Target,23.856,0.127,24.108,1.639,0.293,,,,,,,0.186712,Auto,Auto,1,19
MyoD AMO run data St11 plate,20,B8,AMO 2060,Gene4,Target,24.207,0.127,24.108,1.639,0.293,,,,,,,0.186712,Auto,Auto,1,19
MyoD AMO run data St11 plate,21,B9,AMO 2060,Gene4,Target,24.26,0.127,24.108,1.639,0.293,,,,,,,0.186712,Auto,Auto,1,19
MyoD AMO run data St11 plate,86,H2,NTC,Gene4,Target,34.641,,34.641,-4.631,,,,,,,,0.186712,Auto,Auto,1,28
MyoD AMO run data St11 plate,49,E1,CMO St11,Gene5,Target,28.262,0.27,27.82,,,,,,,,,0.075163,Auto,Auto,1,25
MyoD AMO run data St11 plate,50,E2,CMO St11,Gene5,Target,27.867,0.27,27.82,,,,,,,,,0.075163,Auto,Auto,1,24
MyoD AMO run data St11 plate,51,E3,CMO St11,Gene5,Target,27.332,0.27,27.82,,,,,,,,,0.075163,Auto,Auto,1,23
MyoD AMO run data St11 plate,52,E4,AMO 1030,Gene5,Target,25.267,0.183,24.982,1.842,0.205,,,,,,,0.075163,Auto,Auto,1,22
MyoD AMO run data St11 plate,53,E5,AMO 1030,Gene5,Target,25.038,0.183,24.982,1.842,0.205,,,,,,,0.075163,Auto,Auto,1,21
MyoD AMO run data St11 plate,54,E6,AMO 1030,Gene5,Target,24.64,0.183,24.982,1.842,0.205,,,,,,,0.075163,Auto,Auto,1,21
MyoD AMO run data St11 plate,55,E7,AMO 2060,Gene5,Target,24.744,0.119,24.753,2.284,0.29,,,,,,,0.075163,Auto,Auto,1,21
MyoD AMO run data St11 plate,56,E8,AMO 2060,Gene5,Target,24.551,0.119,24.753,2.284,0.29,,,,,,,0.075163,Auto,Auto,1,21
MyoD AMO run data St11 plate,57,E9,AMO 2060,Gene5,Target,24.964,0.119,24.753,2.284,0.29,,,,,,,0.075163,Auto,Auto,1,21
MyoD AMO run data St11 plate,92,H8,NTC,Gene5,Target,36,,36,-3.273,,,,,,,,0.075163,Auto,Auto,1,33
MyoD AMO run data St11 plate,1,A1,CMO st11,EndogControl,ENDO,25.309,0.028,25.292,,,,,,,,,0.205446,Auto,Auto,1,20
MyoD AMO run data St11 plate,2,A2,CMO st11,EndogControl,ENDO,25.33,0.028,25.292,,,,,,,,,0.205446,Auto,Auto,1,20
MyoD AMO run data St11 plate,3,A3,CMO st11,EndogControl,ENDO,25.237,0.028,25.292,,,,,,,,,0.205446,Auto,Auto,1,20
MyoD AMO run data St11 plate,4,A4,AMO 1030,EndogControl,ENDO,23.314,0.092,23.139,,,,,,,,,0.205446,Auto,Auto,1,18
MyoD AMO run data St11 plate,5,A5,AMO 1030,EndogControl,ENDO,23.104,0.092,23.139,,,,,,,,,0.205446,Auto,Auto,1,18
MyoD AMO run data St11 plate,6,A6,AMO 1030,EndogControl,ENDO,23,0.092,23.139,,,,,,,,,0.205446,Auto,Auto,1,18
MyoD AMO run data St11 plate,7,A7,AMO 2060,EndogControl,ENDO,22.706,0.264,22.469,,,,,,,,,0.205446,Auto,Auto,1,18
MyoD AMO run data St11 plate,8,A8,AMO 2060,EndogControl,ENDO,21.942,0.264,22.469,,,,,,,,,0.205446,Auto,Auto,1,17
MyoD AMO run data St11 plate,9,A9,AMO 2060,EndogControl,ENDO,22.759,0.264,22.469,,,,,,,,,0.205446,Auto,Auto,1,17
MyoD AMO run data St11 plate,85,H1,NTC,EndogControl,ENDO,39.273,,39.273,,,,,,,,,0.205446,Auto,Auto,1,34
MyoD AMO run data St11 plate,37,D1,CMO St11,Gene6,Target,26.955,0.218,26.76,,,,,,,,,0.223627,Auto,Auto,1,22
MyoD AMO run data St11 plate,38,D2,CMO St11,Gene6,Target,27,0.218,26.76,,,,,,,,,0.223627,Auto,Auto,1,22
MyoD AMO run data St11 plate,39,D3,CMO St11,Gene6,Target,26.324,0.218,26.76,,,,,,,,,0.223627,Auto,Auto,1,21
MyoD AMO run data St11 plate,40,D4,AMO 1030,Gene6,Target,25.291,0.032,25.239,2.1,0.098,,,,,,,0.223627,Auto,Auto,1,20
MyoD AMO run data St11 plate,41,D5,AMO 1030,Gene6,Target,25.245,0.032,25.239,2.1,0.098,,,,,,,0.223627,Auto,Auto,1,20
MyoD AMO run data St11 plate,42,D6,AMO 1030,Gene6,Target,25.18,0.032,25.239,2.1,0.098,,,,,,,0.223627,Auto,Auto,1,20
MyoD AMO run data St11 plate,43,D7,AMO 2060,Gene6,Target,26.212,0.051,26.309,3.84,0.269,,,,,,,0.223627,Auto,Auto,1,21
MyoD AMO run data St11 plate,44,D8,AMO 2060,Gene6,Target,26.335,0.051,26.309,3.84,0.269,,,,,,,0.223627,Auto,Auto,1,21
MyoD AMO run data St11 plate,45,D9,AMO 2060,Gene6,Target,26.381,0.051,26.309,3.84,0.269,,,,,,,0.223627,Auto,Auto,1,22
MyoD AMO run data St11 plate,88,H4,NTC,Gene6,Target,Undet.,,,,,,,,,,,0.223627,Auto,Auto,1,39
MyoD AMO run data St11 plate,10,A10,CMO,Gene7,Target,23.816,0.157,23.996,,,,,,,,,0.202709,Auto,Auto,1,19
MyoD AMO run data St11 plate,11,A11,CMO,Gene7,Target,23.863,0.157,23.996,,,,,,,,,0.202709,Auto,Auto,1,19
MyoD AMO run data St11 plate,12,A12,CMO,Gene7,Target,24.309,0.157,23.996,,,,,,,,,0.202709,Auto,Auto,1,20
MyoD AMO run data St11 plate,22,B10,AMO 1030,Gene7,Target,23.005,0.03,22.973,-0.167,0.097,,,,,,,0.202709,Auto,Auto,1,18
MyoD AMO run data St11 plate,23,B11,AMO 1030,Gene7,Target,23,0.03,22.973,-0.167,0.097,,,,,,,0.202709,Auto,Auto,1,18
MyoD AMO run data St11 plate,24,B12,AMO 1030,Gene7,Target,22.912,0.03,22.973,-0.167,0.097,,,,,,,0.202709,Auto,Auto,1,18
MyoD AMO run data St11 plate,34,C10,AMO 2060,Gene7,Target,22.531,0.018,22.554,0.085,0.265,,,,,,,0.202709,Auto,Auto,1,17
MyoD AMO run data St11 plate,35,C11,AMO 2060,Gene7,Target,22.588,0.018,22.554,0.085,0.265,,,,,,,0.202709,Auto,Auto,1,18
MyoD AMO run data St11 plate,36,C12,AMO 2060,Gene7,Target,22.542,0.018,22.554,0.085,0.265,,,,,,,0.202709,Auto,Auto,1,16
MyoD AMO run data St11 plate,91,H7,NTC,Gene7,Target,Undet.,,,,,,,,,,,0.202709,Auto,Auto,1,39
